Token.ID,Variety,Corpus,Speaker,Speaker.sex,Speaker.YOB,Speaker.age,Context,Inclusion,Inclusion.comments,Persistence,Final.sibilancy,Semantic.relation,Response.variable,Possessor,Possessor.head,Possessor.animacy,Possessor.definiteness,Possessor.length,Possessor.coordinated,Possessor.contains.contraction,Possessor.contains.acronym,Possessor.contains.multiword.number,Possessor.contains.potentially.relevant.like,Possessum,Possessum.head,Possessum.length,Possessum.coordinated,Possessum.contains.contraction,Possessum.contains.acronym,Possessum.contains.multiword.number,Possessum.contains.potentially.relevant.like
gen-2584,UK,FRED,gwyhhj,M,  ,  ,"a young solicitor <syng>  s </syng> clerk   , well",q,ambiguous classifying genitive,of-genitive,0,N,s-genitive,a young solicitor,solicitor,A,Indefinite,3,0,0,0,0,0,clerk,clerk,1,0,0,0,0,0
gen-2585,UK,FRED,heb77,F,  ,11,"paul ,   adrian <syng>  s </syng> friend   , adrian",y,,of-genitive,0,N,s-genitive,adrian,adrian,A,Definite-pn,1,0,0,0,0,0,friend,friend,1,0,0,0,0,0
gen-2586,UK,FRED,wesad,F,1896,84,read   alice reeve <syng>  s </syng> book   . she,y,,s-genitive,0,N,s-genitive,alice reeve,alice reeve,A,Definite-pn,2,0,0,0,0,0,book,book,1,0,0,0,0,0
gen-2587,UK,FRED,inths,,,,you remember   alison <syng>  s </syng> mother   driving by,y,,s-genitive,0,K,s-genitive,alison,alison,A,Definite-pn,1,0,0,0,0,0,mother,mother,1,0,0,0,0,0
gen-2588,UK,FRED,lanc5p,F,1919,61,"an  mi dad <syng>  s </syng> family   , they",y,,s-genitive,0,K,s-genitive,my dad,dad,A,Definite,2,0,0,0,0,0,family,family,1,0,0,0,0,0
gen-2589,UK,FRED,srlm_pt,M,1898,82,an old lady <syng>  s </syng> place   next to,y,,s-genitive,0,O,s-genitive,an old lady,lady,A,Indefinite,3,0,0,0,0,0,place,place,1,0,0,0,0,0
gen-2590,UK,FRED,iberdi,M,1901,82,. by   anderson <syng>  s </syng> shop   there was,y,,s-genitive,0,O,s-genitive,anderson,anderson,A,Definite-pn,1,0,0,0,0,0,shop,shop,1,0,0,0,0,0
gen-2591,UK,FRED,heb38,F,  ,45,"in   angus macdonald <syng>  s </syng> family   , sammy",y,,s-genitive,0,K,s-genitive,angus macdonald,angus macdonald,A,Definite-pn,2,0,0,0,0,0,family,family,1,0,0,0,0,0
gen-2592,UK,FRED,intas,,,,".   annie christopher <syng>  s </syng> mother   , i",y,,s-genitive,0,K,s-genitive,annie christopher,annie christopher,A,Definite-pn,2,0,0,0,0,0,mother,mother,1,0,0,0,0,0
gen-2593,UK,FRED,cava_tc,M,  ,  ,in   another man <syng>  s </syng> place   . while,y,,s-genitive,0,O,s-genitive,another man,man,A,Indefinite,2,0,0,0,0,0,place,place,1,0,0,0,0,0
gen-2594,UK,FRED,sufsmw,M,1900,79,"with   another seaman <syng>  s </syng> wife   , orf",y,,of-genitive,0,K,s-genitive,another seaman,seaman,A,Indefinite,2,0,0,0,0,0,wife,wife,1,0,0,0,0,0
gen-2595,UK,FRED,lana3b,,,,in   another woman <syng>  s </syng> house   to get,y,,s-genitive,0,O,s-genitive,another woman,woman,A,Indefinite,2,0,0,0,0,0,house,house,1,0,0,0,0,0
gen-2596,UK,FRED,waljsd,M,1898,78,any etching plate worker <syng>  s </syng> daughter   there at,y,,of-genitive,0,K,s-genitive,any etching plate worker,worker,A,Indefinite,4,0,0,0,0,0,daughter,daughter,1,0,0,0,0,0
gen-2597,UK,FRED,ejf,M,1912,64,in   any fisherman <syng>  s </syng> house   becuz they,y,,s-genitive,0,O,s-genitive,any fisherman,fisherman,A,Indefinite,2,0,0,0,0,0,house,house,1,0,0,0,0,0
gen-2598,UK,FRED,heb41,M,  ,16,- -   anybody <syng>  s </syng> name   can be,y,,s-genitive,0,N,s-genitive,anybody,anybody,A,Indefinite,1,0,0,0,0,0,name,name,1,0,0,0,0,0
gen-2599,UK,FRED,kentedg,M,1895,81,'by') cutting   anybody <syng>  s </syng> hair   . <u,y,,s-genitive,0,B,s-genitive,anybody,anybody,A,Indefinite,1,0,0,0,0,0,hair,hair,1,0,0,0,0,0
gen-2600,UK,FRED,ca,M,1917,61,"walk in   anybody <syng>  s </syng> house   , like",y,,s-genitive,0,O,s-genitive,anybody,anybody,A,Indefinite,1,0,0,0,0,0,house,house,1,0,0,0,0,0
gen-2601,UK,FRED,heb14,M,  ,50,go to   anyone <syng>  s </syng> house   till the,y,,s-genitive,0,O,s-genitive,anyone,anyone,A,Indefinite,1,0,0,0,0,0,house,house,1,0,0,0,0,0
gen-2602,UK,FRED,sufsmw,M,1900,79,go inta   anyone <syng>  s </syng> house   when i,y,,s-genitive,0,O,s-genitive,anyone,anyone,A,Indefinite,1,0,0,0,0,0,house,house,1,0,0,0,0,0
gen-2603,UK,FRED,ca,M,1917,61,"(gap 'indistinct')   arnold <syng>  s </syng> house   , yeah",y,,s-genitive,0,O,s-genitive,arnold,arnold,A,Definite-pn,1,0,0,0,0,0,house,house,1,0,0,0,0,0
gen-2604,UK,FRED,sufsmw,M,1900,79,"of   arthur evan <syng>  s </syng> smack   , the",y,,of-genitive,0,O,s-genitive,arthur evan,arthur evan,A,Definite-pn,2,0,0,0,0,0,smack,smack,1,0,0,0,0,0
gen-2605,UK,FRED,sufsmw,M,1900,79,"like   arthur evans <syng>  s </syng> father there   ,",y,,of-genitive,1,K,s-genitive,arthur evans,arthur evans,A,Definite-pn,2,0,0,0,0,0,father there,father,2,0,0,0,0,0
gen-2606,UK,FRED,sufwcg1,M,1909,67,ow   arthur gibbs <syng>  s </syng> shop   an' tow,y,,of-genitive,1,O,s-genitive,arthur gibbs,arthur gibbs,A,Definite-pn,2,0,0,0,0,0,shop,shop,1,0,0,0,0,0
gen-2607,UK,FRED,int,,,,situated where   ashley <syng>  s </syng> garage   is now,y,,s-genitive,0,O,s-genitive,ashley,ashley,A,Definite-pn,1,0,0,0,0,0,garage,garage,1,0,0,0,0,0
gen-2608,UK,FRED,ibab,M,  ,  ,"possible .   ashley <syng>  s </syng> house   , you",y,,s-genitive,0,O,s-genitive,ashley,ashley,A,Definite-pn,1,0,0,0,0,0,house,house,1,0,0,0,0,0
gen-2609,UK,FRED,sufwej1,M,1906,73,"one of   baker <syng>  s </syng> boats   , he",y,,s-genitive,0,O,s-genitive,baker,baker,A,Definite-pn,1,0,0,0,0,0,boats,boats,1,0,0,0,0,0
gen-2610,UK,FRED,cava_pv,M,1892,86,"then ,   barbara <syng>  s </syng> husband   , ought",y,,of-genitive,0,K,s-genitive,barbara,barbara,A,Definite-pn,1,0,0,0,0,0,husband,husband,1,0,0,0,0,0
gen-2611,UK,FRED,ibpb,F,1907,88,after that   barnardo <syng>  s </syng> children   . during,y,,s-genitive,0,K,s-genitive,barnardo,barnardo,A,Definite-pn,1,0,0,0,0,0,children,children,1,0,0,0,0,0
gen-2612,UK,FRED,ibad,M,1901,85,"name of   baynard <syng>  s </syng> shop   , as",y,,s-genitive,0,O,s-genitive,baynard,baynard,A,Definite-pn,1,0,0,0,0,0,shop,shop,1,0,0,0,0,0
gen-2613,UK,FRED,ibce,M,1914,78,there was   beddoe <syng>  s </syng> shop   which had,y,,s-genitive,0,O,s-genitive,beddoe,beddoe,A,Definite-pn,1,0,0,0,0,0,shop,shop,1,0,0,0,0,0
gen-2614,UK,FRED,ibjp,M,1906,73,"come with   ben <syng>  s </syng> lunch   , and",y,,of-genitive,0,N,s-genitive,ben,ben,A,Definite-pn,1,0,0,0,0,0,lunch,lunch,1,0,0,0,0,0
gen-2615,UK,FRED,ibfb,M,1914,74,were   the parents <anag> of </anag> bert gregory   that,y,,s-genitive,0,K,of-genitive,bert gregory,bert gregory,A,Definite-pn,2,0,0,0,0,0,the parents,parents,1,0,0,0,0,0
gen-2616,UK,FRED,wal128lg,M,  ,  ,was   billy burkes <syng>  s </syng> store   . now,y,,s-genitive,1,O,s-genitive,billy burkes,billy burkes,A,Definite-pn,2,0,0,0,0,0,store,store,1,0,0,0,0,0
gen-2617,UK,FRED,ibgl,F,1906,85,-   billy smith <syng>  s </syng> shop   came next,y,,s-genitive,0,O,s-genitive,billy smith,billy smith,A,Definite-pn,2,0,0,0,0,0,shop,shop,1,0,0,0,0,0
gen-2618,UK,FRED,sufsmw,M,1900,79,"they were   bloomflield <syng>  s </syng> boats   , yeah",y,,s-genitive,0,O,s-genitive,bloomflield,bloomflield,A,Definite-pn,1,0,0,0,0,0,boats,boats,1,0,0,0,0,0
gen-2619,UK,FRED,sufhfje,M,1912,67,he bought   bond <syng>  s </syng> warehouse   . bond,y,,s-genitive,0,O,s-genitive,bond,bond,A,Definite-pn,1,0,0,0,0,0,warehouse,warehouse,1,0,0,0,0,0
gen-2620,UK,FRED,nblmn,F,1890,83,", the   boss <syng>  s </syng> sister   , and",y,,of-genitive,1,K,s-genitive,the boss,boss,A,Definite,2,0,0,0,0,0,sister,sister,1,0,0,0,0,0
gen-2621,UK,FRED,ca,M,1917,61,"but ,   botterill <syng>  s </syng> brother   , he",y,,s-genitive,0,K,s-genitive,botterill,botterill,A,Definite-pn,1,0,0,0,0,0,brother,brother,1,0,0,0,0,0
gen-2622,UK,FRED,ibce,M,1914,78,", was   boyle <syng>  s </syng> shop   . they",y,,of-genitive,0,O,s-genitive,boyle,boyle,A,Definite-pn,1,0,0,0,0,0,shop,shop,1,0,0,0,0,0
gen-2623,UK,FRED,sufgcs3,,,,two of   breach <syng>  s </syng> big skippers   .,y,,of-genitive,0,O,s-genitive,Breach,Breach,A,Definite-pn,1,0,0,0,0,0,big skippers,skippers,2,0,0,0,0,0
gen-2624,UK,FRED,ibce,M,1914,78,", into   brown <syng>  s </syng> garage   , the",y,,s-genitive,0,O,s-genitive,brown,brown,A,Definite-pn,1,0,0,0,0,0,garage,garage,1,0,0,0,0,0
gen-2625,UK,FRED,intha,,,,<u intha>   canon <syng>  s </syng> notes   . <u,y,,s-genitive,0,N,s-genitive,canon,canon,A,Definite-pn,1,0,0,0,0,0,notes,notes,1,0,0,0,0,0
gen-2626,UK,FRED,laneg,M,1906,71,"see   canon mitchell <syng>  s </syng> vault   , he",y,,of-genitive,0,O,s-genitive,canon mitchell,canon mitchell,A,Definite-pn,2,0,0,0,0,0,vault,vault,1,0,0,0,0,0
gen-2627,UK,FRED,heb74,F,  ,66,"is   captain scott <syng>  s </syng> son   , the",y,,s-genitive,0,K,s-genitive,captain scott,captain scott,A,Definite-pn,2,0,0,0,0,0,son,son,1,0,0,0,0,0
gen-2628,UK,FRED,cava_wjb,M,1904,74,the top end <anag> of </anag> carmarthen   . <u,y,,of-genitive,0,N,of-genitive,carmarthen,carmarthen,L,Definite-pn,1,0,0,0,0,0,the top end,end,2,0,0,0,0,0
gen-2629,UK,FRED,heb38,F,  ,45,went to   catherine <syng>  s </syng> house   just now,y,,s-genitive,0,O,s-genitive,catherine,catherine,A,Definite-pn,1,0,0,0,0,0,house,house,1,0,0,0,0,0
gen-2630,UK,FRED,int,,,,outside   charles jess <syng>  s </syng> butchers shop   on,y,,of-genitive,1,O,s-genitive,charles jess,charles jess,A,Definite-pn,2,0,0,0,0,0,butchers shop,shop,2,0,0,0,0,0
gen-2631,UK,FRED,heb77,F,  ,11,and   charly stewart <syng>  s </syng> responsibility   for going,y,,s-genitive,0,N,s-genitive,charly stewart,charly stewart,A,Definite-pn,2,0,0,0,0,0,responsibility,responsibility,1,0,0,0,0,0
gen-2632,UK,FRED,sufwej1,M,1906,73,"one of   claridge <syng>  s </syng> ol' boats   ,",y,,s-genitive,0,O,s-genitive,claridge,claridge,A,Definite-pn,1,0,0,0,0,0,ol' boats,boats,2,0,0,0,0,0
gen-2633,UK,FRED,waljsd,M,1898,78,from   the tinplate <anag> of </anag> clayton   - -,y,,of-genitive,0,O,of-genitive,clayton,clayton,A,Definite-pn,1,0,0,0,0,0,the tinplate,tinplate,1,0,0,0,0,0
gen-2634,UK,FRED,sufhfje,M,1912,67,",   coddy harris <syng>  s </syng> step - brother",y,,of-genitive,1,K,s-genitive,coddy harris,coddy harris,A,Definite-pn,2,0,0,0,0,0,step-brother,step-brother,2,0,0,0,0,0
gen-2635,UK,FRED,int,,,,"went to   cole <syng>  s </syng> shop   , ironbridge",y,,s-genitive,0,O,s-genitive,cole,cole,A,Definite-pn,1,0,0,0,0,0,shop,shop,1,0,0,0,0,0
gen-2636,UK,FRED,land1b,F,1899,76,"do   commander craven <syng>  s </syng> hair   , he",y,,of-genitive,0,B,s-genitive,commander craven,commander craven,A,Definite-pn,2,0,0,0,0,0,hair,hair,1,0,0,0,0,0
gen-2637,UK,FRED,sufwej3,,,,-   cynthia linda <syng>  s </syng> mother   an'them .,y,,s-genitive,0,K,s-genitive,cynthia linda,cynthia linda,A,Definite-pn,2,0,0,0,0,0,mother,mother,1,0,0,0,0,0
gen-2638,UK,FRED,h3l,M,1904,71,<objp> taking   dad <syng>  s </syng> dinner   down </objp>,y,,s-genitive,0,N,s-genitive,dad,dad,A,Definite-pn,1,0,0,0,0,0,dinner,dinner,1,0,0,0,0,0
gen-2639,UK,FRED,ibnb,M,1901,83,which was   dad <syng>  s </syng> medal   . i,y,,of-genitive,0,O,s-genitive,dad,dad,A,Definite-pn,1,0,0,0,0,0,medal,medal,1,0,0,0,0,0
gen-2640,UK,FRED,ibme,M,1906,76,", for   dad <syng>  s </syng> sake   , shake",y,,s-genitive,0,N,s-genitive,dad,dad,A,Definite-pn,1,0,0,0,0,0,sake,sake,1,0,0,0,0,0
gen-2641,UK,FRED,ibal,M,1902,77,"sit on   dad <syng>  s </syng> bench   , (reg",y,,of-genitive,0,O,s-genitive,dad,dad,A,Definite-pn,1,0,0,0,0,0,bench,bench,1,0,0,0,0,0
gen-2642,UK,FRED,ibgl,F,1906,85,and fetch   dad <syng>  s </syng> share   each thursday,y,,s-genitive,0,N,s-genitive,dad,dad,A,Definite-pn,1,0,0,0,0,0,share,share,1,0,0,0,0,0
gen-2643,UK,FRED,lana3b,,,,was for   dad <syng>  s </syng> tea   . <u,y,,s-genitive,0,N,s-genitive,dad,dad,A,Definite-pn,1,0,0,0,0,0,tea,tea,1,0,0,0,0,0
gen-2644,UK,FRED,sufwcg1,M,1909,67,in   dan frary <syng>  s </syng> room   an' there,y,,of-genitive,0,N,s-genitive,dan frary,dan frary,A,Definite-pn,2,0,0,0,0,0,room,room,1,0,0,0,0,0
gen-2645,UK,FRED,ibgl,F,1906,85,- was   darrell <syng>  s </syng> bottom shop   .,y,,s-genitive,0,O,s-genitive,darrell,darrell,A,Definite-pn,1,0,0,0,0,0,bottom shop,shop,2,0,0,0,0,0
gen-2646,UK,FRED,int,,,,from   the vicar <anag> of </anag> dawley   ? <u,y,,of-genitive,0,N,of-genitive,dawley,dawley,A,Definite-pn,1,0,0,0,0,0,the vicar,vicar,1,0,0,0,0,0
gen-2647,UK,FRED,lant3p,M,1886,93,"daw -   dawson <syng>  s </syng> place   , and",y,,none,0,O,s-genitive,dawson,dawson,A,Definite-pn,1,0,0,0,0,0,place,place,1,0,0,0,0,0
gen-2648,UK,FRED,ibhp,M,1915,69,and   dead men <syng>  s </syng> clothes   . somebody,y,,of-genitive,0,O,s-genitive,dead men,men,A,Indefinite,2,0,0,0,0,0,clothes,clothes,1,0,0,0,0,0
gen-2649,UK,FRED,sufgcs2,M,1903,75,'em   dead men <syng>  s </syng> fingers   . thass,y,,of-genitive,0,B,s-genitive,dead men,men,A,Indefinite,2,0,0,0,0,0,fingers,fingers,1,0,0,0,0,0
gen-2650,UK,FRED,cava_hj,F,  ,  ,"churchtown ,   dick <syng>  s </syng> people   always used",y,,s-genitive,0,N,s-genitive,dick,dick,A,Definite-pn,1,0,0,0,0,0,people,people,1,0,0,0,0,0
gen-2651,UK,FRED,cava_wjb,M,1904,74,and when   dick <syng>  s </syng> brother willy   came,y,,s-genitive,0,K,s-genitive,dick,dick,A,Definite-pn,1,0,0,0,0,0,brother willy,brother willy,2,0,0,0,0,0
gen-2652,UK,FRED,cava_wjb,M,1904,74,willy ?   dick <syng>  s </syng> brother willy   was,y,,s-genitive,0,K,s-genitive,dick,dick,A,Definite-pn,1,0,0,0,0,0,brother willy,brother willy,2,0,0,0,0,0
gen-2653,UK,FRED,intas,,,,<u intas>   dick <syng>  s </syng> father   ? <u,y,,s-genitive,0,K,s-genitive,dick,dick,A,Definite-pn,1,0,0,0,0,0,father,father,1,0,0,0,0,0
gen-2654,UK,FRED,inths,,,,"no ,   dick <syng>  s </syng> uncle   - -",y,,s-genitive,0,K,s-genitive,dick,dick,A,Definite-pn,1,0,0,0,0,0,uncle,uncle,1,0,0,0,0,0
gen-2655,UK,FRED,cava_ww,M,  ,  ,"uh ,   dick <syng>  s </syng> uncle   i suppose",y,,s-genitive,0,K,s-genitive,dick,dick,A,Definite-pn,1,0,0,0,0,0,uncle,uncle,1,0,0,0,0,0
gen-2656,UK,FRED,intas,,,,<u intas>   dick <syng>  s </syng> uncle   . <u,y,,s-genitive,0,K,s-genitive,dick,dick,A,Definite-pn,1,0,0,0,0,0,uncle,uncle,1,0,0,0,0,0
gen-2657,UK,FRED,inths,,,,s   dick eddy <syng>  s </syng> father   he  s,y,,s-genitive,0,K,s-genitive,dick eddy,dick eddy,A,Definite-pn,2,0,0,0,0,0,father,father,1,0,0,0,0,0
gen-2658,UK,FRED,srlm_wb3,,,,across   different people <syng>  s </syng> fields   and several,y,,of-genitive,0,O,s-genitive,different people,people,A,Indefinite,2,0,0,0,0,0,fields,fields,1,0,0,0,0,0
gen-2659,UK,FRED,ibbm,M,  ,  ,",   doctor collins <syng>  s </syng> son   . he",y,,of-genitive,1,K,s-genitive,doctor collins,doctor collins,A,Definite-pn,2,0,0,0,0,0,son,son,1,0,0,0,0,0
gen-2660,UK,FRED,heb63,F,  ,77,to get   dolly <syng>  s </syng> girl   to stay,y,,s-genitive,0,K,s-genitive,dolly,dolly,A,Definite-pn,1,0,0,0,0,0,girl,girl,1,0,0,0,0,0
gen-2661,UK,FRED,sufsmw,M,1900,79,"git inta   donny <syng>  s </syng> pairce   , and",y,,of-genitive,0,O,s-genitive,donny,donny,A,Definite-pn,1,0,0,0,0,0,pairce,pairce,1,0,0,0,0,0
gen-2662,UK,FRED,h3l,M,1904,71,", and   dorothy <syng>  s </syng> husband   , he",y,,s-genitive,0,K,s-genitive,dorothy,dorothy,A,Definite-pn,1,0,0,0,0,0,husband,husband,1,0,0,0,0,0
gen-2663,UK,FRED,ibgl,F,1906,85,"and   dorothy arch <syng>  s </syng> mother   , she",y,,of-genitive,0,K,s-genitive,dorothy arch,dorothy arch,A,Definite-pn,2,0,0,0,0,0,mother,mother,1,0,0,0,0,0
gen-2664,UK,FRED,ible,M,1895,89,to   dr boon <syng>  s </syng> surgery   . i,y,,of-genitive,0,O,s-genitive,dr boon,dr boon,A,Definite-pn,2,0,0,0,0,0,surgery,surgery,1,0,0,0,0,0
gen-2665,UK,FRED,bedht,M,1896,78,.   dr parry <syng>  s </syng> work   you know,y,,s-genitive,0,N,s-genitive,dr parry,dr parry,A,Definite-pn,2,0,0,0,0,0,work,work,1,0,0,0,0,0
gen-2666,UK,FRED,heb38,F,  ,45,has .   duncan <syng>  s </syng> widow    s in,y,,s-genitive,0,K,s-genitive,duncan,duncan,A,Definite-pn,1,0,0,0,0,0,widow,widow,1,0,0,0,0,0
gen-2667,UK,FRED,heb63,F,  ,77,going to   duncan <syng>  s </syng> house   and they,y,,s-genitive,0,O,s-genitive,duncan,duncan,A,Definite-pn,1,0,0,0,0,0,house,house,1,0,0,0,0,0
gen-2668,UK,FRED,heb63,F,  ,77,that scratched   duncan <syng>  s </syng> face   . and,y,,s-genitive,0,B,s-genitive,duncan,duncan,A,Definite-pn,1,0,0,0,0,0,face,face,1,0,0,0,0,0
gen-2669,UK,FRED,wal128lg,M,  ,  ,hated   the sight <anag> of </anag> each other   .,y,,s-genitive,0,N,of-genitive,each other,each other,A,Definite,2,0,0,0,0,0,the sight,sight,1,0,0,0,0,0
gen-2670,UK,FRED,sufwej1,M,1906,73,on and   eastick <syng>  s </syng> nets   . you,y,,s-genitive,0,O,s-genitive,eastick,eastick,A,Indefinite,1,0,0,0,0,0,nets,nets,1,0,0,0,0,0
gen-2671,UK,FRED,ics_mw,F,1912,68,"and then   edgar <syng>  s </syng> mother   died ,",y,,of-genitive,0,K,s-genitive,edgar,edgar,A,Definite-pn,1,0,0,0,0,0,mother,mother,1,0,0,0,0,0
gen-2672,UK,FRED,ics_mw,F,1912,68,"course ,   edgar <syng>  s </syng> people   have always",y,,s-genitive,0,N,s-genitive,edgar,edgar,A,Definite-pn,1,0,0,0,0,0,people,people,1,0,0,0,0,0
gen-2673,UK,FRED,ible,M,1895,89,from   edward instone <syng>  s </syng> shop   was mrs,y,,s-genitive,0,O,s-genitive,edward instone,edward instone,A,Definite-pn,2,0,0,0,0,0,shop,shop,1,0,0,0,0,0
gen-2674,UK,FRED,ibgj,M,1899,83,"the two young sons <anag> of </anag> edwin bullock   ,",y,,s-genitive,0,K,of-genitive,edwin bullock,edwin bullock,A,Definite-pn,2,0,0,0,0,0,the two young sons,sons,3,0,0,0,0,0
gen-2675,UK,FRED,ibfb,M,1914,74,"the adopted daughter <anag> of </anag> edwin millward   ,",y,,s-genitive,0,K,of-genitive,edwin millward,edwin millward,A,Definite-pn,2,0,0,0,0,0,the adopted daughter,daughter,2,0,0,0,0,0
gen-2676,UK,FRED,ibad,M,1901,85,", where   elcock <syng>  s </syng> son   is living",y,,s-genitive,0,K,s-genitive,elcock,elcock,A,Definite-pn,1,0,0,0,0,0,son,son,1,0,0,0,0,0
gen-2677,UK,FRED,int,,,,in   emmanuel morgan <syng>  s </syng> house   . what,y,,s-genitive,0,O,s-genitive,emmanuel morgan,emmanuel morgan,A,Definite-pn,2,0,0,0,0,0,house,house,1,0,0,0,0,0
gen-2678,UK,FRED,ibfb,M,1914,74,pints to   ern <syng>  s </syng> one   ! <u,y,,s-genitive,0,N,s-genitive,ern,ern,A,Definite-pn,1,0,0,0,0,0,one,one,1,0,0,0,0,0
gen-2679,UK,FRED,sufwej3,,,,left   ernie moore <syng>  s </syng> brother   duke (course,y,,s-genitive,0,K,s-genitive,ernie moore,ernie moore,A,Definite-pn,2,0,0,0,0,0,brother,brother,1,0,0,0,0,0
gen-2680,UK,FRED,ibad,M,1901,85,"father ,   eustace <syng>  s </syng> grandfather   , we",y,,s-genitive,0,K,s-genitive,eustace,eustace,A,Definite-pn,1,0,0,0,0,0,grandfather,grandfather,1,0,0,0,0,0
gen-2681,UK,FRED,int,,,,"towards   eusty rogers <syng>  s </syng> shed   , you",y,,s-genitive,1,O,s-genitive,eusty rogers,eusty rogers,A,Definite-pn,2,0,0,0,0,0,shed,shed,1,0,0,0,0,0
gen-2682,UK,FRED,waljsd,M,1898,78,"as   every schoolmaster <syng>  s </syng> table   , is",y,,s-genitive,0,N,s-genitive,every schoolmaster,schoolmaster,A,Definite,2,0,0,0,0,0,table,table,1,0,0,0,0,0
gen-2683,UK,FRED,wesad,F,1896,84,everybody knew   everybody <syng>  s </syng> business   . <u,y,,of-genitive,0,N,s-genitive,everybody,everybody,A,Definite,1,0,0,0,0,0,business,business,1,0,0,0,0,0
gen-2684,UK,FRED,corjln,M,1910,69,"soon got   everybody <syng>  s </syng> knowledge   , in",y,,s-genitive,0,N,s-genitive,everybody,everybody,A,Definite,1,0,0,0,0,0,knowledge,knowledge,1,0,0,0,0,0
gen-2685,UK,FRED,waljsd,M,1898,78,-   famous philosopher <syng>  s </syng> son   . and,y,,of-genitive,0,K,s-genitive,famous philosopher,philosopher,A,Indefinite,2,0,0,0,0,0,son,son,1,0,0,0,0,0
gen-2687,UK,FRED,corjln,M,1910,69,them were   farmers <syng> ' </syng> sons and daughters,q,ambiguous classifying genitive,of-genitive,1,K,s-genitive,farmers,farmers,A,Indefinite,1,0,0,0,0,0,sons and daughters,sons,3,1,0,0,0,0
gen-2688,UK,FRED,h3l,M,1904,71,grandparents on   father <syng>  s </syng> side   . <u,y,,s-genitive,0,N,s-genitive,father,father,A,Definite-pn,1,0,0,0,0,0,side,side,1,0,0,0,0,0
gen-2689,UK,FRED,intha,,,,in your   father <syng>  s </syng> business   ? <u,y,,of-genitive,0,O,s-genitive,your father,father,A,Definite,2,0,0,0,0,0,business,business,1,0,0,0,0,0
gen-2690,UK,FRED,nblgs,,  ,  ,", in   father <syng>  s </syng> time   it used",y,,s-genitive,0,N,s-genitive,father,father,A,Definite-pn,1,0,0,0,0,0,time,time,1,0,0,0,0,0
gen-2691,UK,FRED,kentspr,M,1893,83,"< kentspr>   father <syng>  s </syng> house   , i",y,,s-genitive,0,O,s-genitive,father,father,A,Definite-pn,1,0,0,0,0,0,house,house,1,0,0,0,0,0
gen-2692,UK,FRED,ics_jp,M,  ,  ,fault of   father <syng>  s </syng> method   of farming,y,,s-genitive,0,N,s-genitive,father,father,A,Definite-pn,1,0,0,0,0,0,method,method,1,0,0,0,0,0
gen-2693,UK,FRED,tca_ra,M,1909,76,ugborough with   father <syng>  s </syng> brother   . and,y,,s-genitive,0,K,s-genitive,father,father,A,Definite-pn,1,0,0,0,0,0,brother,brother,1,0,0,0,0,0
gen-2694,UK,FRED,intah,,,,< intah>   father <syng>  s </syng> side   . <u,y,,s-genitive,0,N,s-genitive,father,father,A,Definite-pn,1,0,0,0,0,0,side,side,1,0,0,0,0,0
gen-2695,UK,FRED,srlm_gg,M,1918,78,"that is   father <syng>  s </syng> mother   , she",y,,s-genitive,0,K,s-genitive,father,father,A,Definite-pn,1,0,0,0,0,0,mother,mother,1,0,0,0,0,0
gen-2696,UK,FRED,srlm_gg,M,1918,78,"uncle ,   father <syng>  s </syng> brother   . and",y,,s-genitive,0,K,s-genitive,father,father,A,Definite-pn,1,0,0,0,0,0,brother,brother,1,0,0,0,0,0
gen-2697,UK,FRED,al,F,  ,  ,yard and   father <syng>  s </syng> workshop   further back,y,,s-genitive,0,O,s-genitive,father,father,A,Definite-pn,1,0,0,0,0,0,workshop,workshop,1,0,0,0,0,0
gen-2698,UK,FRED,cava_pv,M,1892,86,"wa   fishermen <syng>  s </syng> dwellings   , and",q,ambiguous classifying genitive,of-genitive,0,O,s-genitive,fishermen,fishermen,A,Indefinite,1,0,0,0,0,0,dwellings,dwellings,1,0,0,0,0,0
gen-2699,UK,FRED,intas,,,,"know ,   flora <syng>  s </syng> tremedda   is .",y,,s-genitive,0,N,s-genitive,flora,flora,A,Definite-pn,1,0,0,0,0,0,tremedda,tremedda,1,0,0,0,0,0
gen-2700,UK,FRED,ibbm,M,  ,  ,"there ,   forester <syng>  s </syng> house   , where",y,,of-genitive,0,O,s-genitive,forester,forester,A,Definite-pn,1,0,0,0,0,0,house,house,1,0,0,0,0,0
gen-2701,UK,FRED,ibcb,M,1893,88,sharpen   the heels <anag> of </anag> forty horses   before,y,,of-genitive,1,B,of-genitive,forty horses,horses,A,Indefinite,2,0,0,0,0,0,the heels,heels,1,0,0,0,0,0
gen-2702,UK,FRED,srlm_ca,M,1916,75,"side and   frank <syng>  s </syng> fields   , the",y,,of-genitive,0,O,s-genitive,frank,frank,A,Definite-pn,1,0,0,0,0,0,fields,fields,1,0,0,0,0,0
gen-2703,UK,FRED,heb67,F,  ,19,",   fraser macdonald <syng>  s </syng> shop   , and",y,,of-genitive,0,O,s-genitive,fraser macdonald,fraser macdonald,A,Definite-pn,2,0,0,0,0,0,shop,shop,1,0,0,0,0,0
gen-2704,UK,FRED,ibce,M,1914,78,that was   fred <syng>  s </syng> brother   worked for,y,,of-genitive,0,K,s-genitive,fred,fred,A,Definite-pn,1,0,0,0,0,0,brother,brother,1,0,0,0,0,0
